Density,variable,value
0.508,Glaucoma,1.0167346267450617
0.51,Glaucoma,1.013884689325649
0.512,Glaucoma,1.0105459112067514
0.514,Glaucoma,1.0069989385695621
0.516,Glaucoma,1.0034745068827535
0.518,Glaucoma,1.0001403811990797
0.52,Glaucoma,0.9971027000170389
0.522,Glaucoma,0.9944175721422469
0.524,Glaucoma,0.9921070699294785
0.526,Glaucoma,0.9901738130867933
0.528,Glaucoma,0.9886098615062797
0.53,Glaucoma,0.9873980740174849
0.532,Glaucoma,0.9865067644249912
0.534,Glaucoma,0.9858807214691947
0.536,Glaucoma,0.9854328907606689
0.538,Glaucoma,0.9850409049355507
0.54,Glaucoma,0.984551193328791
0.542,Glaucoma,0.9837909966139684
0.544,Glaucoma,0.9825859818388997
0.546,Glaucoma,0.9807791595300057
0.548,Glaucoma,0.9782461601118974
0.55,Glaucoma,0.9749029248599026
0.552,Glaucoma,0.9707042416790614
0.554,Glaucoma,0.9656345448503822
0.556,Glaucoma,0.9596949886619951
0.558,Glaucoma,0.9528920924979107
0.56,Glaucoma,0.9452327604335942
0.562,Glaucoma,0.9367283230871624
0.564,Glaucoma,0.9274071131669409
0.566,Glaucoma,0.9173319740134818
0.568,Glaucoma,0.9066170071382341
0.57,Glaucoma,0.8954374533188889
0.572,Glaucoma,0.8840280067663322
0.574,Glaucoma,0.87266767120027
0.576,Glaucoma,0.8616526751229928
0.578,Glaucoma,0.8512620334542027
0.58,Glaucoma,0.8417222858670259
0.582,Glaucoma,0.8331783263506649
0.584,Glaucoma,0.8256760721785303
0.586,Glaucoma,0.819160392497867
0.588,Glaucoma,0.8134888393306239
0.59,Glaucoma,0.8084589304769577
0.592,Glaucoma,0.8038445196580801
0.594,Glaucoma,0.7994354285709292
0.596,Glaucoma,0.7950740764995234
0.598,Glaucoma,0.7906832639224479
0.6,Glaucoma,0.786280439301908
0.602,Glaucoma,0.7819755955039043
0.604,Glaucoma,0.7779522846615118
0.606,Glaucoma,0.7744339201553718
0.608,Glaucoma,0.771640238631106
0.61,Glaucoma,0.7697410708404975
0.612,Glaucoma,0.7688158808307851
0.614,Glaucoma,0.7688273874502644
0.616,Glaucoma,0.7696157022319363
0.618,Glaucoma,0.7709158960022846
0.62,Glaucoma,0.7723972860610642
0.622,Glaucoma,0.7737179628794909
0.624,Glaucoma,0.7745843065301797
0.626,Glaucoma,0.7748035345496755
0.628,Glaucoma,0.77431829611679
0.63,Glaucoma,0.7732159204757844
0.632,Glaucoma,0.771710348566734
0.634,Glaucoma,0.7701006928815838
0.636,Glaucoma,0.7687152915972137
0.638,Glaucoma,0.7678528480196122
0.64,Glaucoma,0.7677322117834593
0.642,Glaucoma,0.7684597706808399
0.644,Glaucoma,0.770019133156539
0.646,Glaucoma,0.772282979543626
0.648,Glaucoma,0.7750427944725015
0.65,Glaucoma,0.7780494749489636
0.652,Glaucoma,0.7810568608009757
0.654,Glaucoma,0.7838609104891727
0.656,Glaucoma,0.7863290697027503
0.658,Glaucoma,0.7884167383026146
0.66,Glaucoma,0.7901700610708122
0.662,Glaucoma,0.7917161462452079
0.664,Glaucoma,0.7932430795557965
0.666,Glaucoma,0.7949727925696797
0.668,Glaucoma,0.7971301483030366
0.67,Glaucoma,0.7999117368855972
0.672,Glaucoma,0.8034579540521701
0.674,Glaucoma,0.8078319245060166
0.676,Glaucoma,0.813008533254799
0.678,Glaucoma,0.8188759829427013
0.68,Glaucoma,0.8252507435454863
0.682,Glaucoma,0.8319045861010526
0.684,Glaucoma,0.8385999815772648
0.686,Glaucoma,0.8451281155775981
0.688,Glaucoma,0.8513427643050892
0.69,Glaucoma,0.8571837235777262
0.692,Glaucoma,0.862685396166844
0.694,Glaucoma,0.8679690864063407
0.696,Glaucoma,0.873220768635455
0.698,Glaucoma,0.8786587719504203
0.7,Glaucoma,0.8844973567024423
0.702,Glaucoma,0.8909123376747088
0.704,Glaucoma,0.8980139233791251
0.706,Glaucoma,0.9058302386038247
0.708,Glaucoma,0.9143030742493116
0.71,Glaucoma,0.9232956341755609
0.712,Glaucoma,0.9326105975459787
0.714,Glaucoma,0.9420157109843357
0.716,Glaucoma,0.9512733481010235
0.718,Glaucoma,0.9601700489127306
0.72,Glaucoma,0.9685420660800288
0.722,Glaucoma,0.9762934909339309
0.724,Glaucoma,0.9834046201564988
0.726,Glaucoma,0.9899297229777172
0.728,Glaucoma,0.9959850169352444
0.73,Glaucoma,1.0017291401926844
0.732,Glaucoma,1.0073394454259674
0.734,Glaucoma,1.0129878756605832
0.736,Glaucoma,1.018819992706266
0.738,Glaucoma,1.0249399956949492
0.74,Glaucoma,1.0314034337286115
0.742,Glaucoma,1.038217956749908
0.744,Glaucoma,1.0453510634407566
0.746,Glaucoma,1.0527426247464862
0.748,Glaucoma,1.060319225338038
0.75,Glaucoma,1.0680072633721855
0.752,Glaucoma,1.0757423430441833
0.754,Glaucoma,1.0834736585731901
0.756,Glaucoma,1.0911634939952675
0.758,Glaucoma,1.09878324192517
0.76,Glaucoma,1.1063081086157474
0.762,Glaucoma,1.1137127266067013
0.764,Glaucoma,1.1209692860943734
0.766,Glaucoma,1.1280487810156503
0.768,Glaucoma,1.1349249058692008
0.77,Glaucoma,1.141579357475006
0.772,Glaucoma,1.148006968789399
0.774,Glaucoma,1.154219228395392
0.776,Glaucoma,1.1602451821334339
0.778,Glaucoma,1.1661292851597107
0.78,Glaucoma,1.171926319642049
0.782,Glaucoma,1.177693935108028
0.784,Glaucoma,1.1834836968590565
0.786,Glaucoma,1.1893317622095971
0.788,Glaucoma,1.1952504542107727
0.79,Glaucoma,1.2012220414166717
0.792,Glaucoma,1.2071959070846405
0.794,Glaucoma,1.2130899550489718
0.796,Glaucoma,1.2187965455616985
0.798,Glaucoma,1.2241925427682407
0.8,Glaucoma,1.2291523119351138
0.802,Glaucoma,1.2335618930177132
0.804,Glaucoma,1.2373322577976913
0.806,Glaucoma,1.2404096348426075
0.808,Glaucoma,1.2427813727390975
0.81,Glaucoma,1.244476614186541
0.812,Glaucoma,1.2455619907237223
0.814,Glaucoma,1.2461333998367772
0.816,Glaucoma,1.2463054938597744
0.818,Glaucoma,1.2462006762894366
0.82,Glaucoma,1.245939162440246
0.822,Glaucoma,1.2456311254484975
0.824,Glaucoma,1.2453712953850935
0.826,Glaucoma,1.2452357987788125
0.828,Glaucoma,1.2452806605702826
0.83,Glaucoma,1.2455412971982307
0.832,Glaucoma,1.2460324741704776
0.834,Glaucoma,1.2467484862489826
0.836,Glaucoma,1.2476636220030897
0.838,Glaucoma,1.2487331931348953
0.84,Glaucoma,1.2498954831325177
0.842,Glaucoma,1.2510748892381636
0.844,Glaucoma,1.2521863298188034
0.846,Glaucoma,1.2531407216090171
0.848,Glaucoma,1.253851065271489
0.85,Glaucoma,1.2542384734454
0.852,Glaucoma,1.2542373837109917
0.854,Glaucoma,1.2537992509717504
0.856,Glaucoma,1.2528942167760493
0.858,Glaucoma,1.2515105854730568
0.86,Glaucoma,1.2496523415896326
0.862,Glaucoma,1.2473353352684633
0.864,Glaucoma,1.2445830426337499
0.866,Glaucoma,1.241422885918851
0.868,Glaucoma,1.2378839261937917
0.87,Glaucoma,1.2339963337869477
0.872,Glaucoma,1.2297924892687966
0.874,Glaucoma,1.225309015717267
0.876,Glaucoma,1.2205886572092697
0.878,Glaucoma,1.2156808305496696
0.88,Glaucoma,1.2106399402456025
0.882,Glaucoma,1.2055211104148769
0.884,Glaucoma,1.2003737079216337
0.886,Glaucoma,1.1952337115731941
0.888,Glaucoma,1.1901164327598668
0.89,Glaucoma,1.1850111865561093
0.892,Glaucoma,1.1798792222135543
0.894,Glaucoma,1.1746556234572514
0.896,Glaucoma,1.1692551331100094
0.898,Glaucoma,1.163581119929744
0.9,Glaucoma,1.1575363441202258
0.902,Glaucoma,1.1510338879591433
0.904,Glaucoma,1.144006626127111
0.906,Glaucoma,1.1364138806829793
0.908,Glaucoma,1.1282443656521184
0.91,Glaucoma,1.1195150877817783
0.912,Glaucoma,1.1102664517903562
0.914,Glaucoma,1.1005543482126852
0.916,Glaucoma,1.090440419651189
0.918,Glaucoma,1.0799819552347372
0.92,Glaucoma,1.069222913021049
0.922,Glaucoma,1.0581873967980029
0.924,Glaucoma,1.0468765293597575
0.926,Glaucoma,1.0352691204454347
0.928,Glaucoma,1.0233259112780413
0.93,Glaucoma,1.010996598970018
0.932,Glaucoma,0.9982284098536652
0.934,Glaucoma,0.9849747836053563
0.936,Glaucoma,0.9712027873161585
0.938,Glaucoma,0.9568981883354096
0.94,Glaucoma,0.9420676194507164
0.942,Glaucoma,0.9267378835184533
0.944,Glaucoma,0.9109530690598753
0.946,Glaucoma,0.8947706900155797
0.948,Glaucoma,0.878258442767697
0.95,Glaucoma,0.8614933288909444
0.952,Glaucoma,0.844564775092923
0.954,Glaucoma,0.8275829548577709
0.956,Glaucoma,0.8106927519668667
0.958,Glaucoma,0.7940926944001164
0.96,Glaucoma,0.7780567519584194
0.962,Glaucoma,0.7629552226962975
0.964,Glaucoma,0.7492692225608392
0.966,Glaucoma,0.7375918689887758
0.968,Glaucoma,0.7286085873453957
0.97,Glaucoma,0.7230496491903483
0.972,Glaucoma,0.7216106406682498
0.974,Glaucoma,0.7248414076613484
0.976,Glaucoma,0.7330110090319312
0.978,Glaucoma,0.7459644980634538
0.98,Glaucoma,0.7629953062099637
0.982,Glaucoma,0.7827623347110935
0.984,Glaucoma,0.8032811149161896
0.986,Glaucoma,0.8220117162969593
0.988,Glaucoma,0.8360520388842045
0.99,Glaucoma,0.8424253652860567
0.992,Glaucoma,0.8384293520632582
0.994,Glaucoma,0.8219952790777095
0.996,Glaucoma,0.7919967442907205
0.998,Glaucoma,0.7484499222359865
