Density,variable,value
119.34,Glaucoma,0.002536049822013381
119.85,Glaucoma,0.002527746599198972
120.36,Glaucoma,0.002519279071540326
120.87,Glaucoma,0.002510645111052238
121.38,Glaucoma,0.002501832948892108
121.89,Glaucoma,0.0024928166428957303
122.4,Glaucoma,0.0024835540974821073
122.91,Glaucoma,0.002473988300651244
123.42,Glaucoma,0.002464051894603536
123.93,Glaucoma,0.00245367460669069
124.44,Glaucoma,0.0024427925519970722
124.95,Glaucoma,0.00243135807797402
125.46,Glaucoma,0.002419348713767708
125.97,Glaucoma,0.002406773917795325
126.48,Glaucoma,0.00239367864708618
126.99,Glaucoma,0.0023801432265918897
127.5,Glaucoma,0.0023662794880200443
128.01,Glaucoma,0.002352223598081473
128.52,Glaucoma,0.002338126344356766
129.03,Glaucoma,0.0023241418667290085
129.54,Glaucoma,0.0023104159034118372
130.05,Glaucoma,0.0022970745837302517
130.56,Glaucoma,0.0022842146665536436
131.07,Glaucoma,0.002271895928964894
131.58,Glaucoma,0.002260136184423457
132.09,Glaucoma,0.0022489091845554086
132.6,Glaucoma,0.0022381454563106216
133.11,Glaucoma,0.002227735960553536
133.62,Glaucoma,0.002217538331956891
134.13,Glaucoma,0.0022073853613110784
134.64,Glaucoma,0.002197095291236735
135.15,Glaucoma,0.0021864833957760633
135.66,Glaucoma,0.0021753741919645834
136.17,Glaucoma,0.0021636134970730234
136.68,Glaucoma,0.002151079427239145
137.19,Glaucoma,0.0021376913764239868
137.7,Glaucoma,0.00212341606708704
138.21,Glaucoma,0.0021082699566388656
138.72,Glaucoma,0.0020923176209174496
139.23,Glaucoma,0.0020756661839370916
139.74,Glaucoma,0.0020584563558540864
140.25,Glaucoma,0.0020408510937022107
140.76,Glaucoma,0.0020230232290221364
141.27,Glaucoma,0.002005143548425176
141.78,Glaucoma,0.001987370740601182
142.29,Glaucoma,0.0019698443467649216
142.8,Glaucoma,0.0019526814155215529
143.31,Glaucoma,0.0019359770386299482
143.82,Glaucoma,0.0019198084075025704
144.33,Glaucoma,0.0019042415577878264
144.84,Glaucoma,0.001889339622386034
145.35,Glaucoma,0.0018751712341860322
145.86,Glaucoma,0.0018618177304769775
146.37,Glaucoma,0.0018493780075804452
146.88,Glaucoma,0.0018379702308791096
147.39,Glaucoma,0.0018277300730739408
147.9,Glaucoma,0.0018188056653346044
148.41,Glaucoma,0.0018113499268058622
148.92,Glaucoma,0.0018055113134691797
149.43,Glaucoma,0.0018014242403586631
149.94,Glaucoma,0.0017992004515639368
150.45,Glaucoma,0.0017989224421842435
150.96,Glaucoma,0.0018006397124717313
151.47,Glaucoma,0.0018043682139887271
151.98,Glaucoma,0.0018100929020911716
152.49,Glaucoma,0.0018177729012814857
153.0,Glaucoma,0.0018273484732292465
153.51,Glaucoma,0.0018387487793564054
154.02,Glaucoma,0.0018518993647145961
154.53,Glaucoma,0.0018667283550100745
155.04,Glaucoma,0.0018831705428052079
155.55,Glaucoma,0.0019011688271390102
156.06,Glaucoma,0.0019206728394373582
156.57,Glaucoma,0.001941635003178269
157.08,Glaucoma,0.001964004691790399
157.59,Glaucoma,0.001987721506750092
158.1,Glaucoma,0.002012708935370448
158.61,Glaucoma,0.0020388697050034666
159.12,Glaucoma,0.0020660839930995113
159.63,Glaucoma,0.002094211276299678
160.14,Glaucoma,0.0021230960479250065
160.65,Glaucoma,0.0021525769813268234
161.16,Glaucoma,0.0021824984779989674
161.67,Glaucoma,0.002212723037566658
162.18,Glaucoma,0.0022431426288647754
162.69,Glaucoma,0.0022736872991471783
163.2,Glaucoma,0.002304329639419526
163.71,Glaucoma,0.0023350843697959854
164.22,Glaucoma,0.0023660030967344466
164.73,Glaucoma,0.0023971650603830555
165.24,Glaucoma,0.0024286652709471076
165.75,Glaucoma,0.002460601701509036
166.26,Glaucoma,0.0024930631097266074
166.77,Glaucoma,0.002526118648192103
167.28,Glaucoma,0.002559809819213028
167.79,Glaucoma,0.0025941447188503226
168.3,Glaucoma,0.002629094077522797
168.81,Glaucoma,0.002664588465358606
169.32,Glaucoma,0.002700516223267795
169.83,Glaucoma,0.0027367221261722623
170.34,Glaucoma,0.002773007319380531
170.85,Glaucoma,0.0028091314932408695
171.36,Glaucoma,0.0028448183962237034
171.87,Glaucoma,0.002879765535211473
172.38,Glaucoma,0.0029136582912621407
172.89,Glaucoma,0.0029461878117790427
173.4,Glaucoma,0.0029770711322533554
173.91,Glaucoma,0.003006071257539678
174.42,Glaucoma,0.0030330145824333135
174.93,Glaucoma,0.0030578031594583276
175.44,Glaucoma,0.0030804199208614535
175.95,Glaucoma,0.0031009259230800833
176.46,Glaucoma,0.0031194498274661167
176.97,Glaucoma,0.0031361709484022883
177.48,Glaucoma,0.003151298106820264
177.99,Glaucoma,0.0031650470897320437
178.5,Glaucoma,0.0031776196752370464
179.01,Glaucoma,0.003189186948634407
179.52,Glaucoma,0.00319987906572002
180.03,Glaucoma,0.0032097828106367257
180.54,Glaucoma,0.0032189473353906903
181.05,Glaucoma,0.003227397466344993
181.56,Glaucoma,0.0032351530036219284
182.07,Glaucoma,0.0032422516208483357
182.58,Glaucoma,0.003248772384869655
183.09,Glaucoma,0.0032548566408323524
183.6,Glaucoma,0.0032607231071265642
184.11,Glaucoma,0.003266674514478704
184.62,Glaucoma,0.0032730939704908304
185.13,Glaucoma,0.003280430341672971
185.64,Glaucoma,0.0032891731846525396
186.15,Glaucoma,0.0032998189754291276
186.66,Glaucoma,0.0033128314303800593
187.17,Glaucoma,0.003328599476463425
187.68,Glaucoma,0.0033473968381173016
188.19,Glaucoma,0.0033693472394767266
188.7,Glaucoma,0.0033943988805496318
189.21,Glaucoma,0.003422311161555893
189.72,Glaucoma,0.0034526556458170485
190.23,Glaucoma,0.003484832034336264
190.74,Glaucoma,0.003518098556781479
191.25,Glaucoma,0.0035516147914923498
191.76,Glaucoma,0.003584493659489131
192.27,Glaucoma,0.0036158583561478265
192.78,Glaucoma,0.0036448994407517134
193.29,Glaucoma,0.0036709272894189984
193.8,Glaucoma,0.003693415644201376
194.31,Glaucoma,0.003712032984513134
194.82,Glaucoma,0.003726659738215467
195.33,Glaucoma,0.0037373907384790355
195.84,Glaucoma,0.003744523604358442
196.35,Glaucoma,0.0037485347229833234
196.86,Glaucoma,0.0037500451562584467
197.37,Glaucoma,0.003749779100453697
197.88,Glaucoma,0.0037485175625403054
198.39,Glaucoma,0.0037470498158627893
198.9,Glaucoma,0.003746125055332461
199.41,Glaucoma,0.0037464065694125027
199.92,Glaucoma,0.003748430689470788
200.43,Glaucoma,0.003752572721150623
200.94,Glaucoma,0.0037590219307301644
201.45,Glaucoma,0.003767767368247107
201.96,Glaucoma,0.0037785958101972765
202.47,Glaucoma,0.003791102386283204
202.98,Glaucoma,0.0038047135788315117
203.49,Glaucoma,0.003818721328883394
204.0,Glaucoma,0.0038323260772714154
204.51,Glaucoma,0.0038446858106218223
205.02,Glaucoma,0.0038549676681182234
205.53,Glaucoma,0.0038623984381720975
206.04,Glaucoma,0.0038663103587569386
206.55,Glaucoma,0.00386617901130896
207.06,Glaucoma,0.0038616507395604753
207.57,Glaucoma,0.0038525578762541378
208.08,Glaucoma,0.0038389210720614756
208.59,Glaucoma,0.003820939103285085
209.1,Glaucoma,0.00379896760670009
209.61,Glaucoma,0.003773489124893152
210.12,Glaucoma,0.003745077537455522
210.63,Glaucoma,0.0037143602927418814
211.14,Glaucoma,0.0036819817840083742
211.65,Glaucoma,0.0036485707322688023
212.16,Glaucoma,0.0036147136219961697
212.67,Glaucoma,0.0035809352265068106
213.18,Glaucoma,0.003547686232273461
213.69,Glaucoma,0.003515337117420253
214.2,Glaucoma,0.0034841768834518653
214.71,Glaucoma,0.0034544150625408416
215.22,Glaucoma,0.003426185594071799
215.73,Glaucoma,0.003399551593079417
216.24,Glaucoma,0.0033745105696822227
216.75,Glaucoma,0.0033510001562147007
217.26,Glaucoma,0.003328904724287417
217.77,Glaucoma,0.003308063372126658
218.28,Glaucoma,0.003288279622404299
218.79,Glaucoma,0.003269332853528907
219.3,Glaucoma,0.0032509910826806782
219.81,Glaucoma,0.003233024323210843
220.32,Glaucoma,0.00321521744450099
220.83,Glaucoma,0.003197381327889023
221.34,Glaucoma,0.0031793611656579946
221.85,Glaucoma,0.003161040997310933
222.36,Glaucoma,0.0031423439859597233
222.87,Glaucoma,0.0031232284622541326
223.38,Glaucoma,0.003103680335077193
223.89,Glaucoma,0.0030837030012731428
224.4,Glaucoma,0.003063306292694414
224.91,Glaucoma,0.0030424961966453836
225.42,Glaucoma,0.003021267017876133
225.93,Glaucoma,0.00299959730843705
226.44,Glaucoma,0.002977450311340133
226.95,Glaucoma,0.0029547789358740357
227.46,Glaucoma,0.0029315345279662297
227.97,Glaucoma,0.002907678046174664
228.48,Glaucoma,0.0028831918150159512
228.99,Glaucoma,0.002858089872801265
229.5,Glaucoma,0.002832425080001482
230.01,Glaucoma,0.002806291577266919
230.52,Glaucoma,0.002779821809188105
231.03,Glaucoma,0.0027531780752969807
231.54,Glaucoma,0.002726539326371622
232.05,Glaucoma,0.0027000846088407623
232.56,Glaucoma,0.0026739750804270685
233.07,Glaucoma,0.002648336815520328
233.58,Glaucoma,0.0026232466385998914
234.09,Glaucoma,0.0025987229510150917
234.6,Glaucoma,0.0025747229629098276
235.11,Glaucoma,0.002551146960723955
235.62,Glaucoma,0.002527849326868289
236.13,Glaucoma,0.002504655103311846
236.64,Glaucoma,0.002481380099035413
237.15,Glaucoma,0.0024578520182908245
237.66,Glaucoma,0.0024339299375124687
238.17,Glaucoma,0.002409519740316565
238.68,Glaucoma,0.0023845838233463625
239.19,Glaucoma,0.0023591444337568704
239.7,Glaucoma,0.0023332812576389293
240.21,Glaucoma,0.002307125165156567
240.72,Glaucoma,0.0022808511275972084
241.23,Glaucoma,0.0022546740446412806
241.74,Glaucoma,0.0022288513623233627
242.25,Glaucoma,0.002203695767417387
242.76,Glaucoma,0.0021795998138545315
243.27,Glaucoma,0.0021570720575203066
243.78,Glaucoma,0.0021367812522435532
244.29,Glaucoma,0.0021196016493260504
244.8,Glaucoma,0.0021066488832748964
245.31,Glaucoma,0.0020992929537370655
245.82,Glaucoma,0.00209913322447065
246.33,Glaucoma,0.0021079210338226166
246.84,Glaucoma,0.0021274192462249195
247.35,Glaucoma,0.0021591953572317494
247.86,Glaucoma,0.0022043555114504053
248.37,Glaucoma,0.0022632400917923807
248.88,Glaucoma,0.0023351155342802143
249.39,Glaucoma,0.0024179089916805756
249.9,Glaucoma,0.0025080391908034543
250.41,Glaucoma,0.002600395245434985
250.92,Glaucoma,0.002688503255344681
251.43,Glaucoma,0.0027648980546051754
251.94,Glaucoma,0.002821686717828861
252.45,Glaucoma,0.002851256101004121
252.96,Glaucoma,0.0028470453145094396
253.47,Glaucoma,0.0028042826291096497
253.98,Glaucoma,0.002720580743197479
254.49,Glaucoma,0.0025962975763927794
